Year,Diseases Name,State,Deaths,Age-adjusted Death Rate
2004,Kidney disease,Andhra Pradesh,1049,22.8
2003,Kidney disease,Andhra Pradesh,1062,23.2
2002,Kidney disease,Andhra Pradesh,1032,22.8
2001,Kidney disease,Andhra Pradesh,974,21.7
2000,Kidney disease,Andhra Pradesh,939,21.1
1999,Kidney disease,Andhra Pradesh,979,22.2
2016,Kidney disease,Arunachal Pradesh,53,10
2015,Kidney disease,Arunachal Pradesh,50,10
2014,Kidney disease,Arunachal Pradesh,45,10.1
2013,Kidney disease,Arunachal Pradesh,49,10.1
2012,Kidney disease,Arunachal Pradesh,44,9.5
2011,Kidney disease,Arunachal Pradesh,53,12.5
2010,Kidney disease,Arunachal Pradesh,56,13.5
2009,Kidney disease,Arunachal Pradesh,47,12.7
2008,Kidney disease,Arunachal Pradesh,50,13.5
2007,Kidney disease,Arunachal Pradesh,40,11.1
2006,Kidney disease,Arunachal Pradesh,44,12.9
2005,Kidney disease,Arunachal Pradesh,38,10.5
2004,Kidney disease,Arunachal Pradesh,23,7.1
2003,Kidney disease,Arunachal Pradesh,28,8.4
2002,Kidney disease,Arunachal Pradesh,21,6.8
2001,Kidney disease,Arunachal Pradesh,24,7.2
2000,Kidney disease,Arunachal Pradesh,30,11.6
1999,Kidney disease,Arunachal Pradesh,34,13.4
2016,Kidney disease,Pondicherry,487,5.7
2015,Kidney disease,Pondicherry,458,5.5
2014,Kidney disease,Pondicherry,325,4.1
2013,Kidney disease,Pondicherry,374,4.9
2012,Kidney disease,Pondicherry,414,5.7
2011,Kidney disease,Pondicherry,395,5.6
2010,Kidney disease,Pondicherry,537,7.9
2009,Kidney disease,Pondicherry,546,8.3
2008,Kidney disease,Pondicherry,503,7.8
2007,Kidney disease,Pondicherry,528,8.5
2006,Kidney disease,Pondicherry,565,9.3
2005,Kidney disease,Pondicherry,608,10.5
2004,Kidney disease,Pondicherry,634,11.2
2003,Kidney disease,Pondicherry,563,10.4
2002,Kidney disease,Pondicherry,622,11.9
2001,Kidney disease,Pondicherry,644,12.5
2000,Kidney disease,Pondicherry,614,12.2
1999,Kidney disease,Pondicherry,544,11.1
2016,Kidney disease,Jharkhand,722,20
2015,Kidney disease,Jharkhand,707,19.8
2014,Kidney disease,Jharkhand,672,19.2
2013,Kidney disease,Jharkhand,762,22
2012,Kidney disease,Jharkhand,674,19.8
2011,Kidney disease,Jharkhand,787,23.6
2010,Kidney disease,Jharkhand,737,22.8
2009,Kidney disease,Jharkhand,680,21.1
2008,Kidney disease,Jharkhand,638,20.1
2007,Kidney disease,Jharkhand,666,21.5
2006,Kidney disease,Jharkhand,616,20
2005,Kidney disease,Jharkhand,624,20.6
2004,Kidney disease,Jharkhand,562,18.8
2003,Kidney disease,Jharkhand,526,17.8
2002,Kidney disease,Jharkhand,601,20.4
2001,Kidney disease,Jharkhand,521,17.7
2000,Kidney disease,Jharkhand,500,17.3
1999,Kidney disease,Jharkhand,458,15.9
2016,Kidney disease,Karnataka,3640,8.6
2015,Kidney disease,Karnataka,3557,8.6
2014,Kidney disease,Karnataka,3119,7.7
2013,Kidney disease,Karnataka,2840,7.2
2012,Kidney disease,Karnataka,2728,7.2
2011,Kidney disease,Karnataka,2599,7
2010,Kidney disease,Karnataka,3112,8.7
2009,Kidney disease,Karnataka,3033,8.6
2008,Kidney disease,Karnataka,2854,8.3
2007,Kidney disease,Karnataka,2835,8.5
2006,Kidney disease,Karnataka,2676,8.2
2005,Kidney disease,Karnataka,2482,7.7
2004,Kidney disease,Karnataka,2373,7.6
2003,Kidney disease,Karnataka,2334,7.6
2002,Kidney disease,Karnataka,2164,7.2
2001,Kidney disease,Karnataka,1994,6.8
2000,Kidney disease,Karnataka,1785,6.2
1999,Kidney disease,Karnataka,2261,8
2016,Kidney disease,Punjab,491,8.9
2015,Kidney disease,Punjab,458,8.5
2014,Kidney disease,Punjab,448,8.5
2013,Kidney disease,Punjab,450,9
2012,Kidney disease,Punjab,428,8.9
2011,Kidney disease,Punjab,450,9.5
2010,Kidney disease,Punjab,426,9.6
2009,Kidney disease,Punjab,447,10.3
2008,Kidney disease,Punjab,483,11.5
2007,Kidney disease,Punjab,444,11
2006,Kidney disease,Punjab,472,12.1
2005,Kidney disease,Punjab,470,12.5
2004,Kidney disease,Punjab,406,11.1
2003,Kidney disease,Punjab,409,11.5
2002,Kidney disease,Punjab,417,11.9
2001,Kidney disease,Punjab,391,11.4
2000,Kidney disease,Punjab,357,10.8
1999,Kidney disease,Punjab,312,9.6
2016,Kidney disease,Assam,570,12.1
2015,Kidney disease,Assam,584,12.1
2014,Kidney disease,Assam,605,12.9
2013,Kidney disease,Assam,565,11.9
2012,Kidney disease,Assam,569,12.4
2011,Kidney disease,Assam,602,13.1
2010,Kidney disease,Assam,599,13.4
2009,Kidney disease,Assam,585,13.3
2008,Kidney disease,Assam,589,13.5
2007,Kidney disease,Assam,566,13.2
2006,Kidney disease,Assam,567,13.5
2005,Kidney disease,Assam,580,13.7
2004,Kidney disease,Assam,604,14.8
2003,Kidney disease,Assam,567,14
2002,Kidney disease,Assam,554,14
2001,Kidney disease,Assam,585,15.1
2000,Kidney disease,Assam,524,13.6
1999,Kidney disease,Assam,457,12.1
2016,Kidney disease,Bihar,208,17.1
2015,Kidney disease,Bihar,174,14.5
2014,Kidney disease,Bihar,173,14.8
2013,Kidney disease,Bihar,178,16
2012,Kidney disease,Bihar,139,12.7
2011,Kidney disease,Bihar,149,14.2
2010,Kidney disease,Bihar,158,15.4
2009,Kidney disease,Bihar,176,17.7
2008,Kidney disease,Bihar,189,19.8
2007,Kidney disease,Bihar,163,17.4
2006,Kidney disease,Bihar,152,16.9
2005,Kidney disease,Bihar,128,14.7
2004,Kidney disease,Bihar,128,15.1
2003,Kidney disease,Bihar,130,15.6
2002,Kidney disease,Bihar,117,14.5
2001,Kidney disease,Bihar,108,13.9
2000,Kidney disease,Bihar,111,14.4
1999,Kidney disease,Bihar,100,13.4
2016,Kidney disease,Haryana,57,9
2015,Kidney disease,Haryana,65,9.9
2014,Kidney disease,Haryana,49,8
2013,Kidney disease,Haryana,54,8.8
2012,Kidney disease,Haryana,44,7.2
2011,Kidney disease,Haryana,60,10
2010,Kidney disease,Haryana,84,14.5
2009,Kidney disease,Haryana,57,10.4
2008,Kidney disease,Haryana,78,13.9
2007,Kidney disease,Haryana,67,11.9
2006,Kidney disease,Haryana,68,12.2
2005,Kidney disease,Haryana,68,12.1
2004,Kidney disease,Haryana,79,14.4
2003,Kidney disease,Haryana,81,14.5
2002,Kidney disease,Haryana,70,12.5
2001,Kidney disease,Haryana,79,13.9
2000,Kidney disease,Haryana,84,14.8
1999,Kidney disease,Haryana,91,16.4
2016,Kidney disease,Jammmu and Kashmir,3144,10.2
2015,Kidney disease,Jammmu and Kashmir,3203,10.8
2014,Kidney disease,Jammmu and Kashmir,3076,10.6
2013,Kidney disease,Jammmu and Kashmir,3130,11.1
2012,Kidney disease,Jammmu and Kashmir,2912,10.6
2011,Kidney disease,Jammmu and Kashmir,3012,11.4
2010,Kidney disease,Jammmu and Kashmir,3297,12.9
2009,Kidney disease,Jammmu and Kashmir,3050,12.2
2008,Kidney disease,Jammmu and Kashmir,2946,12.1
2007,Kidney disease,Jammmu and Kashmir,2923,12.2
2006,Kidney disease,Jammmu and Kashmir,2620,11.2
2005,Kidney disease,Jammmu and Kashmir,2416,10.5
2004,Kidney disease,Jammmu and Kashmir,2252,10
2003,Kidney disease,Jammmu and Kashmir,2265,10.2
2002,Kidney disease,Jammmu and Kashmir,2201,10.2
2001,Kidney disease,Jammmu and Kashmir,2172,10.1
2000,Kidney disease,Jammmu and Kashmir,1888,8.9
1999,Kidney disease,Jammmu and Kashmir,1846,8.9
2016,Kidney disease,Gujrat,1864,18.4
2015,Kidney disease,Gujrat,1881,19.2
2014,Kidney disease,Gujrat,1742,18.5
2013,Kidney disease,Gujrat,1652,18.1
2012,Kidney disease,Gujrat,1612,18.4
2011,Kidney disease,Gujrat,1571,18.4
2010,Kidney disease,Gujrat,1753,21.3
2009,Kidney disease,Gujrat,1866,23.2
2008,Kidney disease,Gujrat,1668,21.3
2007,Kidney disease,Gujrat,1689,22.3
2006,Kidney disease,Gujrat,1668,22.5
2005,Kidney disease,Gujrat,1520,21.2
2004,Kidney disease,Gujrat,1458,21.3
2003,Kidney disease,Gujrat,1471,21.9
2002,Kidney disease,Gujrat,1335,20.4
2001,Kidney disease,Gujrat,1362,21.1
2000,Kidney disease,Gujrat,1263,20
1999,Kidney disease,Gujrat,1142,18.3
2016,Kidney disease,Odisha,215,11.2
2015,Kidney disease,Odisha,202,10.8
2014,Kidney disease,Odisha,220,11.8
2013,Kidney disease,Odisha,209,11.3
2012,Kidney disease,Odisha,199,11.2
2011,Kidney disease,Odisha,201,11.5
2010,Kidney disease,Odisha,208,12.8
2009,Kidney disease,Odisha,225,14.2
2008,Kidney disease,Odisha,197,12.5
2007,Kidney disease,Odisha,176,11.7
2006,Kidney disease,Odisha,179,12.2
2005,Kidney disease,Odisha,150,10.5
2004,Kidney disease,Odisha,164,11.8
2003,Kidney disease,Odisha,123,9.1
2002,Kidney disease,Odisha,136,10.3
2001,Kidney disease,Odisha,123,9.6
2000,Kidney disease,Odisha,113,9.2
1999,Kidney disease,Odisha,133,11.1
2016,Kidney disease,Kerala,190,10.3
2015,Kidney disease,Kerala,154,8.7
2014,Kidney disease,Kerala,137,8
2013,Kidney disease,Kerala,148,8.8
2012,Kidney disease,Kerala,148,8.8
2011,Kidney disease,Kerala,154,9.7
2010,Kidney disease,Kerala,186,12.1
2009,Kidney disease,Kerala,186,12.4
2008,Kidney disease,Kerala,173,11.8
2007,Kidney disease,Kerala,134,9.4
2006,Kidney disease,Kerala,130,9.4
2005,Kidney disease,Kerala,110,8.2
2004,Kidney disease,Kerala,109,8.5
2003,Kidney disease,Kerala,97,7.7
2002,Kidney disease,Kerala,86,7
2001,Kidney disease,Kerala,95,8
2000,Kidney disease,Kerala,96,8.2
1999,Kidney disease,Kerala,99,8.6
2016,Kidney disease,Madhya Pradesh,2518,17
2015,Kidney disease,Madhya Pradesh,2543,17.3
2014,Kidney disease,Madhya Pradesh,2517,17.2
2013,Kidney disease,Madhya Pradesh,2444,17.1
2012,Kidney disease,Madhya Pradesh,2392,17
2011,Kidney disease,Madhya Pradesh,2386,17.2
2010,Kidney disease,Madhya Pradesh,2612,19.3
2009,Kidney disease,Madhya Pradesh,2695,20.2
2008,Kidney disease,Madhya Pradesh,2576,19.6
2007,Kidney disease,Madhya Pradesh,2536,19.5
2006,Kidney disease,Madhya Pradesh,2502,19.5
2005,Kidney disease,Madhya Pradesh,2402,18.9
2004,Kidney disease,Madhya Pradesh,2339,18.7
2003,Kidney disease,Madhya Pradesh,2297,18.5
2002,Kidney disease,Madhya Pradesh,2328,19
2001,Kidney disease,Madhya Pradesh,2178,17.9
2000,Kidney disease,Madhya Pradesh,2128,17.7
1999,Kidney disease,Madhya Pradesh,1965,16.4
2016,Kidney disease,Manipur,1411,18.4
2015,Kidney disease,Manipur,1450,18.9
2014,Kidney disease,Manipur,1392,18.7
2013,Kidney disease,Manipur,1352,18.4
2012,Kidney disease,Manipur,1221,16.9
2011,Kidney disease,Manipur,1367,19.4
2010,Kidney disease,Manipur,1516,22
2009,Kidney disease,Manipur,1442,21.2
2008,Kidney disease,Manipur,1363,20.2
2007,Kidney disease,Manipur,1293,19.6
2006,Kidney disease,Manipur,1372,21.1
2005,Kidney disease,Manipur,1284,20.3
2004,Kidney disease,Manipur,1244,19.9
2003,Kidney disease,Manipur,1235,20
2002,Kidney disease,Manipur,1222,20.1
2001,Kidney disease,Manipur,1149,19.1
2000,Kidney disease,Manipur,1084,18.2
1999,Kidney disease,Manipur,1022,17.3
2016,Kidney disease,Nagaland,352,8.3
2015,Kidney disease,Nagaland,336,8
2014,Kidney disease,Nagaland,313,7.6
2013,Kidney disease,Nagaland,369,8.8
2012,Kidney disease,Nagaland,322,7.9
2011,Kidney disease,Nagaland,316,7.8
2010,Kidney disease,Nagaland,323,8.1
2009,Kidney disease,Nagaland,302,7.6
2008,Kidney disease,Nagaland,304,7.8
2007,Kidney disease,Nagaland,272,6.9
2006,Kidney disease,Nagaland,225,5.8
2005,Kidney disease,Nagaland,250,6.4
2004,Kidney disease,Nagaland,266,7.2
2003,Kidney disease,Nagaland,241,6.5
2002,Kidney disease,Nagaland,261,7.1
2001,Kidney disease,Nagaland,220,6
2000,Kidney disease,Nagaland,313,8.6
1999,Kidney disease,Nagaland,226,6.4
2016,Kidney disease,Rajasthan,533,15
2015,Kidney disease,Rajasthan,582,16.8
2014,Kidney disease,Rajasthan,569,16.6
2013,Kidney disease,Rajasthan,594,17.4
2012,Kidney disease,Rajasthan,600,17.7
2011,Kidney disease,Rajasthan,574,17.4
2010,Kidney disease,Rajasthan,577,17.7
2009,Kidney disease,Rajasthan,556,17.3
2008,Kidney disease,Rajasthan,620,19.6
2007,Kidney disease,Rajasthan,554,17.6
2006,Kidney disease,Rajasthan,594,19
2005,Kidney disease,Rajasthan,517,16.9
2004,Kidney disease,Rajasthan,554,18.1
2003,Kidney disease,Rajasthan,531,17.6
2002,Kidney disease,Rajasthan,517,17.3
2001,Kidney disease,Rajasthan,498,16.6
2000,Kidney disease,Rajasthan,478,16.2
1999,Kidney disease,Rajasthan,390,13.2
2016,Kidney disease,Sikkim,1034,20.3
2015,Kidney disease,Sikkim,998,19.7
2014,Kidney disease,Sikkim,968,19.5
2013,Kidney disease,Sikkim,991,20.5
2012,Kidney disease,Sikkim,933,19.6
2011,Kidney disease,Sikkim,971,20.9
2010,Kidney disease,Sikkim,1079,23.8
2009,Kidney disease,Sikkim,945,21.1
2008,Kidney disease,Sikkim,993,22.6
2007,Kidney disease,Sikkim,994,23
2006,Kidney disease,Sikkim,922,21.6
2005,Kidney disease,Sikkim,912,21.9
2004,Kidney disease,Sikkim,827,20.3
2003,Kidney disease,Sikkim,838,20.8
2002,Kidney disease,Sikkim,813,20.4
2001,Kidney disease,Sikkim,807,20.4
2000,Kidney disease,Sikkim,756,19.3
1999,Kidney disease,Sikkim,685,17.7
2016,Kidney disease,Tamil Nadu,1153,22.6
2015,Kidney disease,Tamil Nadu,1160,23.2
2014,Kidney disease,Tamil Nadu,1217,24.9
2013,Kidney disease,Tamil Nadu,1108,23.1
2012,Kidney disease,Tamil Nadu,1138,24.3
2011,Kidney disease,Tamil Nadu,1169,25.5
2010,Kidney disease,Tamil Nadu,1218,27.3
2009,Kidney disease,Tamil Nadu,1160,26.6
2008,Kidney disease,Tamil Nadu,1195,27.7
2007,Kidney disease,Tamil Nadu,1152,27.4
2006,Kidney disease,Tamil Nadu,1074,26.1
2005,Kidney disease,Tamil Nadu,1187,27.8
2004,Kidney disease,Tamil Nadu,1110,26.3
2003,Kidney disease,Tamil Nadu,1065,25.5
2002,Kidney disease,Tamil Nadu,983,23.9
2001,Kidney disease,Tamil Nadu,993,24.3
2000,Kidney disease,Tamil Nadu,920,22.8
1999,Kidney disease,Tamil Nadu,911,22.9
2016,Kidney disease,Uttar Pradesh,239,12.4
2015,Kidney disease,Uttar Pradesh,211,11.4
2014,Kidney disease,Uttar Pradesh,223,11.7
2013,Kidney disease,Uttar Pradesh,252,13.6
2012,Kidney disease,Uttar Pradesh,257,14.3
2011,Kidney disease,Uttar Pradesh,257,14.8
2010,Kidney disease,Uttar Pradesh,272,15.8
2009,Kidney disease,Uttar Pradesh,272,16.3
2008,Kidney disease,Uttar Pradesh,263,15.6
2007,Kidney disease,Uttar Pradesh,269,16.5
2006,Kidney disease,Uttar Pradesh,252,15.7
2005,Kidney disease,Uttar Pradesh,250,15.9
2004,Kidney disease,Uttar Pradesh,264,17.1
2003,Kidney disease,Uttar Pradesh,265,17.4
2002,Kidney disease,Uttar Pradesh,232,15.4
2001,Kidney disease,Uttar Pradesh,208,14
2000,Kidney disease,Uttar Pradesh,175,12
1999,Kidney disease,Uttar Pradesh,191,13.4
2016,Kidney disease,Delhi,823,12.1
2015,Kidney disease,Delhi,834,12.3
2014,Kidney disease,Delhi,751,11.5
2013,Kidney disease,Delhi,737,11.4
2012,Kidney disease,Delhi,704,11.3
2011,Kidney disease,Delhi,713,11.9
2010,Kidney disease,Delhi,803,13.6
2009,Kidney disease,Delhi,803,13.9
2008,Kidney disease,Delhi,775,13.7
2007,Kidney disease,Delhi,731,13.2
2006,Kidney disease,Delhi,767,14.2
2005,Kidney disease,Delhi,752,14.1
2004,Kidney disease,Delhi,699,13.5
2003,Kidney disease,Delhi,583,11.5
2002,Kidney disease,Delhi,630,12.6
2001,Kidney disease,Delhi,593,12.1
2000,Kidney disease,Delhi,594,12.4
1999,Kidney disease,Delhi,563,12
2016,Kidney disease,Maharashtra,1139,13.2
2015,Kidney disease,Maharashtra,1228,14.3
2014,Kidney disease,Maharashtra,1228,14.5
2013,Kidney disease,Maharashtra,1261,15.1
2012,Kidney disease,Maharashtra,1271,15.5
2011,Kidney disease,Maharashtra,1234,15.2
2010,Kidney disease,Maharashtra,1381,17.5
2009,Kidney disease,Maharashtra,1269,16.1
2008,Kidney disease,Maharashtra,1377,17.9
2007,Kidney disease,Maharashtra,1361,18
2006,Kidney disease,Maharashtra,1406,18.7
2005,Kidney disease,Maharashtra,1410,19.1
2004,Kidney disease,Maharashtra,1250,17.1
2003,Kidney disease,Maharashtra,1286,17.8
2002,Kidney disease,Maharashtra,1297,18.1
2001,Kidney disease,Maharashtra,1207,17.1
2000,Kidney disease,Maharashtra,1231,17.6
1999,Kidney disease,Maharashtra,1127,16.2
2016,Kidney disease,West Bengal,1791,14.3
2015,Kidney disease,West Bengal,1921,15.6
2014,Kidney disease,West Bengal,1853,15.2
2013,Kidney disease,West Bengal,1660,13.9
2012,Kidney disease,West Bengal,1586,13.5
2011,Kidney disease,West Bengal,1642,14.3
2010,Kidney disease,West Bengal,1720,15.3
2009,Kidney disease,West Bengal,1650,14.9
2008,Kidney disease,West Bengal,1663,15.2
2007,Kidney disease,West Bengal,1610,15
2006,Kidney disease,West Bengal,1673,15.9
2005,Kidney disease,West Bengal,1681,16.2
2004,Kidney disease,West Bengal,1507,14.8
2003,Kidney disease,West Bengal,1665,16.6
2002,Kidney disease,West Bengal,1618,16.4
2001,Kidney disease,West Bengal,1533,15.8
2000,Kidney disease,West Bengal,1433,15
1999,Kidney disease,West Bengal,1417,15
2016,Kidney disease,Chandigarh,2002,17.1
2015,Kidney disease,Chandigarh,1821,16
2014,Kidney disease,Chandigarh,1791,16.3
2013,Kidney disease,Chandigarh,1780,16.6
2012,Kidney disease,Chandigarh,1656,15.9
2011,Kidney disease,Chandigarh,1705,17
2010,Kidney disease,Chandigarh,1892,19.5
2009,Kidney disease,Chandigarh,1828,19.2
2008,Kidney disease,Chandigarh,1729,18.7
2007,Kidney disease,Chandigarh,1723,19.1
2006,Kidney disease,Chandigarh,1661,19.1
2005,Kidney disease,Chandigarh,1561,18.6
2004,Kidney disease,Chandigarh,1470,18
2003,Kidney disease,Chandigarh,1387,17.3
2002,Kidney disease,Chandigarh,1437,18.4
2001,Kidney disease,Chandigarh,1332,17.4
2000,Kidney disease,Chandigarh,1315,17.6
1999,Kidney disease,Chandigarh,1138,15.4
2016,Kidney disease,Lakshadweep,2262,15.4
2015,Kidney disease,Lakshadweep,2100,14.5
2014,Kidney disease,Lakshadweep,2002,14.1
2013,Kidney disease,Lakshadweep,1985,14
2012,Kidney disease,Lakshadweep,2056,14.8
2011,Kidney disease,Lakshadweep,1943,14.2
2010,Kidney disease,Lakshadweep,2066,15.4
2009,Kidney disease,Lakshadweep,1909,14.4
2008,Kidney disease,Lakshadweep,1865,14.3
2007,Kidney disease,Lakshadweep,1747,13.5
2006,Kidney disease,Lakshadweep,1758,13.9
2005,Kidney disease,Lakshadweep,1902,15.2
2004,Kidney disease,Lakshadweep,1896,15.4
2003,Kidney disease,Lakshadweep,2093,17.1
2002,Kidney disease,Lakshadweep,2027,16.9
2001,Kidney disease,Lakshadweep,1912,16.1
2000,Kidney disease,Lakshadweep,1829,15.6
1999,Kidney disease,Lakshadweep,1748,15
2016,Kidney disease,Goa,577,12.9
2015,Kidney disease,Goa,616,14.2
2014,Kidney disease,Goa,604,14.2
2013,Kidney disease,Goa,606,14.4
2012,Kidney disease,Goa,554,13.4
2011,Kidney disease,Goa,550,13.4
2010,Kidney disease,Goa,595,15
2009,Kidney disease,Goa,637,16.2
2008,Kidney disease,Goa,664,17.2
2007,Kidney disease,Goa,623,16.4
2006,Kidney disease,Goa,594,15.9
2005,Kidney disease,Goa,564,15.3
2004,Kidney disease,Goa,565,15.5
2003,Kidney disease,Goa,566,15.7
2002,Kidney disease,Goa,500,13.9
2001,Kidney disease,Goa,567,15.8
2000,Kidney disease,Goa,536,15
1999,Kidney disease,Goa,425,11.9
2016,Acute Diarrhoeal Dieases,Andhra Pradesh,788,15.7
2015,Acute Diarrhoeal Dieases,Andhra Pradesh,750,14.9
2014,Acute Diarrhoeal Dieases,Andhra Pradesh,715,14.5
2013,Acute Diarrhoeal Dieases,Andhra Pradesh,721,14.4
2012,Acute Diarrhoeal Dieases,Andhra Pradesh,724,14.7
2011,Acute Diarrhoeal Dieases,Andhra Pradesh,654,13.2
2010,Acute Diarrhoeal Dieases,Andhra Pradesh,679,14
2009,Acute Diarrhoeal Dieases,Andhra Pradesh,673,13.7
2008,Acute Diarrhoeal Dieases,Andhra Pradesh,604,12.6
2007,Acute Diarrhoeal Dieases,Andhra Pradesh,592,12.4
2006,Acute Diarrhoeal Dieases,Andhra Pradesh,580,12.4
2005,Acute Diarrhoeal Dieases,Andhra Pradesh,535,11.5
2004,Acute Diarrhoeal Dieases,Andhra Pradesh,541,11.7
2003,Acute Diarrhoeal Dieases,Andhra Pradesh,521,11.4
2002,Acute Diarrhoeal Dieases,Andhra Pradesh,514,11.5
2001,Acute Diarrhoeal Dieases,Andhra Pradesh,512,11.4
2000,Acute Diarrhoeal Dieases,Andhra Pradesh,583,13.1
1999,Acute Diarrhoeal Dieases,Andhra Pradesh,555,12.5
2016,Acute Diarrhoeal Dieases,Arunachal Pradesh,193,25.8
2015,Acute Diarrhoeal Dieases,Arunachal Pradesh,201,26.9
2014,Acute Diarrhoeal Dieases,Arunachal Pradesh,167,22.1
2013,Acute Diarrhoeal Dieases,Arunachal Pradesh,171,23.2
2012,Acute Diarrhoeal Dieases,Arunachal Pradesh,168,23
2011,Acute Diarrhoeal Dieases,Arunachal Pradesh,143,20
2010,Acute Diarrhoeal Dieases,Arunachal Pradesh,164,22.8
2009,Acute Diarrhoeal Dieases,Arunachal Pradesh,143,20
2008,Acute Diarrhoeal Dieases,Arunachal Pradesh,169,24.4
2007,Acute Diarrhoeal Dieases,Arunachal Pradesh,149,22.6
2006,Acute Diarrhoeal Dieases,Arunachal Pradesh,135,19.9
2005,Acute Diarrhoeal Dieases,Arunachal Pradesh,131,19.9
2004,Acute Diarrhoeal Dieases,Arunachal Pradesh,155,23
2003,Acute Diarrhoeal Dieases,Arunachal Pradesh,124,20.3
2002,Acute Diarrhoeal Dieases,Arunachal Pradesh,132,20.8
2001,Acute Diarrhoeal Dieases,Arunachal Pradesh,102,15.9
2000,Acute Diarrhoeal Dieases,Arunachal Pradesh,137,21.5
1999,Acute Diarrhoeal Dieases,Arunachal Pradesh,96,16.8
2016,Acute Diarrhoeal Dieases,Pondicherry,1271,17.7
2015,Acute Diarrhoeal Dieases,Pondicherry,1276,18.2
2014,Acute Diarrhoeal Dieases,Pondicherry,1244,18
2013,Acute Diarrhoeal Dieases,Pondicherry,1163,17.5
2012,Acute Diarrhoeal Dieases,Pondicherry,1156,17.3
2011,Acute Diarrhoeal Dieases,Pondicherry,1160,17.8
2010,Acute Diarrhoeal Dieases,Pondicherry,1093,17
2009,Acute Diarrhoeal Dieases,Pondicherry,1060,16.7
2008,Acute Diarrhoeal Dieases,Pondicherry,972,15.5
2007,Acute Diarrhoeal Dieases,Pondicherry,1016,16.5
2006,Acute Diarrhoeal Dieases,Pondicherry,979,16.3
2005,Acute Diarrhoeal Dieases,Pondicherry,945,16.4
2004,Acute Diarrhoeal Dieases,Pondicherry,880,15.8
2003,Acute Diarrhoeal Dieases,Pondicherry,840,15.5
2002,Acute Diarrhoeal Dieases,Pondicherry,886,16.6
2001,Acute Diarrhoeal Dieases,Pondicherry,767,14.8
2000,Acute Diarrhoeal Dieases,Pondicherry,784,15.6
1999,Acute Diarrhoeal Dieases,Pondicherry,766,15.5
2016,Acute Diarrhoeal Dieases,Jharkhand,555,18.2
2015,Acute Diarrhoeal Dieases,Jharkhand,577,19.1
2014,Acute Diarrhoeal Dieases,Jharkhand,515,17.3
2013,Acute Diarrhoeal Dieases,Jharkhand,516,17.3
2012,Acute Diarrhoeal Dieases,Jharkhand,485,16.3
2011,Acute Diarrhoeal Dieases,Jharkhand,462,16
2010,Acute Diarrhoeal Dieases,Jharkhand,447,15.5
2009,Acute Diarrhoeal Dieases,Jharkhand,422,14.5
2008,Acute Diarrhoeal Dieases,Jharkhand,447,15.5
2007,Acute Diarrhoeal Dieases,Jharkhand,402,14.2
2006,Acute Diarrhoeal Dieases,Jharkhand,376,13.3
2005,Acute Diarrhoeal Dieases,Jharkhand,400,14.3
2004,Acute Diarrhoeal Dieases,Jharkhand,361,13
2003,Acute Diarrhoeal Dieases,Jharkhand,374,13.6
2002,Acute Diarrhoeal Dieases,Jharkhand,377,14
2001,Acute Diarrhoeal Dieases,Jharkhand,382,14.3
2000,Acute Diarrhoeal Dieases,Jharkhand,349,13
1999,Acute Diarrhoeal Dieases,Jharkhand,336,12.6
2016,Acute Diarrhoeal Dieases,Karnataka,4294,10.5
2015,Acute Diarrhoeal Dieases,Karnataka,4167,10.3
2014,Acute Diarrhoeal Dieases,Karnataka,4214,10.5
2013,Acute Diarrhoeal Dieases,Karnataka,4025,10.2
2012,Acute Diarrhoeal Dieases,Karnataka,3893,10
2011,Acute Diarrhoeal Dieases,Karnataka,3996,10.4
2010,Acute Diarrhoeal Dieases,Karnataka,3913,10.3
2009,Acute Diarrhoeal Dieases,Karnataka,3823,10.2
2008,Acute Diarrhoeal Dieases,Karnataka,3775,10.3
2007,Acute Diarrhoeal Dieases,Karnataka,3602,9.9
2006,Acute Diarrhoeal Dieases,Karnataka,3334,9.3
2005,Acute Diarrhoeal Dieases,Karnataka,3206,9.1
2004,Acute Diarrhoeal Dieases,Karnataka,3368,9.7
2003,Acute Diarrhoeal Dieases,Karnataka,3397,9.9
2002,Acute Diarrhoeal Dieases,Karnataka,3228,9.6
2001,Acute Diarrhoeal Dieases,Karnataka,2831,8.5
2000,Acute Diarrhoeal Dieases,Karnataka,2969,9.1
1999,Acute Diarrhoeal Dieases,Karnataka,3077,9.6
2016,Acute Diarrhoeal Dieases,Punjab,1168,20.5
2015,Acute Diarrhoeal Dieases,Punjab,1093,19.5
2014,Acute Diarrhoeal Dieases,Punjab,1083,19.9
2013,Acute Diarrhoeal Dieases,Punjab,1007,18.6
2012,Acute Diarrhoeal Dieases,Punjab,1052,19.7
2011,Acute Diarrhoeal Dieases,Punjab,913,17.5
2010,Acute Diarrhoeal Dieases,Punjab,865,16.8
2009,Acute Diarrhoeal Dieases,Punjab,941,18.7
2008,Acute Diarrhoeal Dieases,Punjab,803,16.1
2007,Acute Diarrhoeal Dieases,Punjab,811,16.6
2006,Acute Diarrhoeal Dieases,Punjab,730,15.3
2005,Acute Diarrhoeal Dieases,Punjab,800,17.2
2004,Acute Diarrhoeal Dieases,Punjab,797,17.2
2003,Acute Diarrhoeal Dieases,Punjab,728,16.1
2002,Acute Diarrhoeal Dieases,Punjab,727,16.2
2001,Acute Diarrhoeal Dieases,Punjab,722,16.5
